['GULL', 'added', 'Greg Zuerlein, StL', '$1', '']
['GULL', 'dropped', 'Alex Green, GB', '', '']
['GULL', 'added', 'Kai Forbath, Wsh', '$1', '']
['GULL', 'dropped', 'Michael Vick, Phi', '', '']
['CAW', 'added', 'Redskins D/ST, Wsh', '$1', '']
['CAW', 'dropped', 'Cowboys D/ST, Dal', '', '']
['PLYZ', 'added', 'Buccaneers D/ST, TB', '$1', '']
['PLYZ', 'added', 'Shayne Graham, Hou', '$1', '']
['PLYZ', 'dropped', 'Sam Bradford, StL', '', '']
['GULL', 'added', 'Rams D/ST, StL', '$1', '']
['GULL', 'dropped', 'Greg Zuerlein, StL', '', '']
['CAW', 'dropped', 'Joique Bell, Det', '', '']
['GULL', 'added', 'Danario Alexander, SD', '$12', '']
['GULL', 'dropped', 'Dwayne Bowe, KC', '', '']
['HS', 'added', 'Hakeem Nicks, NYG', '$7', '']
['M0M0', 'added', 'Visanthe Shiancoe, FA', '$5', '']
['M0M0', 'dropped', 'Donald Brown, Ind', '', '']
['GULL', 'added', 'Ronnie Hillman, Den', '$5', '']
['GULL', 'dropped', 'Kai Forbath, Wsh', '', '']
['M0M0', 'added', 'Justin Blackmon, Jac', '$4', '']
['CAW', 'added', 'Cecil Shorts, Jac', '$2', '']
['CAW', 'dropped', 'Josh Morgan, Wsh', '', '']
['CAW', 'added', 'Colin Kaepernick, SF', '$2', '']
['CAW', 'dropped', 'Kevin Kolb, Ari', '', '']
['CAW', 'added', 'Jalen Parmele, Jac', '$1', '']
['CAW', 'dropped', 'Chris Ivory, NO', '', '']
['CAW', 'added', 'Cardinals D/ST, Ari', '$1', '']
['CAW', 'dropped', 'Redskins D/ST, Wsh', '', '']
['M0M0', 'dropped', 'Rashad Jennings, Jac', '', '']
['M0M0', 'added', 'Bryce Brown, Phi', '$6', '']
['CHIN', 'added', 'Chargers D/ST, SD', '$1', '']
['CHIN', 'dropped', 'Vikings D/ST, Min', '', '']
['CHIN', 'dropped', 'Eagles D/ST, Phi', '', '']
['M0M0', 'dropped', 'Visanthe Shiancoe, FA', '', '']
['DB', 'dropped', 'Danny Woodhead, NE', '', '']
['DB', 'added', 'Knowshon Moreno, Den', '$7', '']
['CAW', 'added', 'Pierre Garcon, Wsh', '$4', '']
['CAW', 'dropped', 'Emmanuel Sanders, Pit', '', '']
['CAW', 'added', 'Jacquizz Rodgers, Atl', '$1', '']
['CAW', 'dropped', 'Scott Chandler, Buf', '', '']
['CAW', 'added', 'Shane Vereen, NE', '$1', '']
['CAW', 'dropped', 'LaRod Stephens-Howling, Ari', '', '']
['CAW', 'added', 'Browns D/ST, Cle', '$1', '']
['CAW', 'dropped', 'Cardinals D/ST, Ari', '', '']
['HS', 'dropped', 'Andrew Hawkins, Cin', '', '']
['GULL', 'added', 'James Starks, GB', '$2', '']
['GULL', 'dropped', 'Ronnie Hillman, Den', '', '']
['GULL', 'added', 'Rashad Jennings, Jac', '$2', '']
['GULL', 'dropped', 'Rams D/ST, StL', '', '']
['GULL', 'added', 'Dwayne Bowe, KC', '$2', '']
['GULL', 'dropped', 'Danny Amendola, StL', '', '']
['CAW', 'added', 'Davone Bess, Mia', '$1', '']
['HS', 'added', 'Adam Vinatieri, Ind', '$1', '']
['HS', 'dropped', 'David Akers, SF', '', '']
['M0M0', 'added', 'Panthers D/ST, Car', '$1', '']
['PLYZ', 'dropped', 'Shayne Graham, Hou', '', '']
['DB', 'added', 'Chris Givens, StL', '$5', '']
['DB', 'dropped', 'Jacob Tamme, Den', '', '']
['CAW', 'added', 'Russell Wilson, Sea', '$1', '']
['CAW', 'dropped', 'Shane Vereen, NE', '', '']
['CAW', 'added', 'Josh Gordon, Cle', '$1', '']
['CAW', 'dropped', 'Davone Bess, Mia', '', '']
['GULL', 'dropped', 'James Starks, GB', '', '']
['NYC', 'added', 'Golden Tate, Sea', '$10', '']
['NYC', 'dropped', 'Andre Brown, NYG', '', '']
['DB', 'added', 'Martellus Bennett, NYG', '$5', '']
['GULL', 'added', 'Alex Green, GB', '$2', '']
['GULL', 'added', 'Jets D/ST, NYJ', '$1', '']
['USC', 'dropped', 'Brent Celek, Phi', '', '']
['USC', 'added', 'Montell Owens, Jac', '$4', '']
['GULL', 'added', 'Joique Bell, Det', '$3', '']
['GULL', 'dropped', 'Rashad Jennings, Jac', '', '']
['CAW', 'added', 'Dennis Pitta, Bal', '$1', '']
['CAW', 'dropped', 'Brandon Pettigrew, Det', '', '']
['CAW', 'added', 'Phil Dawson, Cle', '$1', '']
['CAW', 'dropped', 'Shaun Suisham, Pit', '', '']
['CBK', 'added', 'Danny Woodhead, NE', '$1', '']
['GULL', 'added', 'Bilal Powell, NYJ', '$1', '']
['GULL', 'dropped', 'Alex Green, GB', '', '']
['GULL', 'added', 'Brandon Weeden, Cle', '$1', '']
['GULL', 'dropped', 'Jets D/ST, NYJ', '', '']
['DB', 'dropped', 'Chris Givens, StL', '', '']
['DB', 'added', 'Danny Amendola, StL', '$5', '']
['CAW', 'added', 'Colts D/ST, Ind', '$3', '']
['CAW', 'dropped', 'Browns D/ST, Cle', '', '']
['CAW', 'added', 'Chad Henne, Jac', '$1', '']
['CAW', 'dropped', 'Matthew Stafford, Det', '', '']
['PLYZ', 'added', 'Dallas Clark, TB', '$1', '']
['PLYZ', 'dropped', 'Jared Cook, Ten', '', '']
['NYC', 'dropped', 'Robbie Gould, Chi', '', '']
['NYC', 'added', 'Greg Zuerlein, StL', '$1', '']
['M0M0', 'dropped', 'Steelers D/ST, Pit', '', '']
['M0M0', 'dropped', 'Brandon LaFell, Car', '', '']
['CAW', 'added', 'Steven Hauschka, Sea', '$1', '']
['CAW', 'dropped', 'Phil Dawson, Cle', '', '']
['M0M0', 'added', 'Sam Bradford, StL', '$7', '']
